id	X0	X1	X2	I1	I2	I3	I4	I5	trueclass
565	1	-1.7	-1.4	1	1	1	1	1	3
566	1	-0.2	-0.7	2	2	2	2	2	1
567	1	-0.8	-1.3	2	2	2	1	1	2
568	1	-0.5	1	1	2	2	2	2	1
569	1	-0.4	1.5	1	2	2	2	1	1
570	1	2.9	0.9	2	2	2	2	1	2
571	1	0.5	0.3	2	2	2	1	2	1
572	1	0.5	1.9	2	2	2	2	2	1
573	1	0.3	-0.8	1	1	1	1	1	3
574	1	1.3	-0.5	1	2	2	1	1	2
575	1	0	1.1	2	2	2	2	2	1
576	1	-0.9	-0.7	1	2	2	1	1	2
577	1	0.4	1.6	2	2	1	2	2	1
578	1	-1.3	-0.9	2	2	2	2	2	1
579	1	-0.2	-0.8	2	2	2	1	1	2
580	1	0.2	0.1	1	1	1	1	1	3
581	1	-0.2	-0.5	2	2	2	2	2	1
582	1	-0.9	0.4	2	2	2	1	1	2
583	1	-0.5	-0.5	1	1	2	2	2	1
584	1	1.8	0.6	1	2	2	1	1	2
585	1	-0.7	-0.3	2	2	2	1	1	2
586	1	-0.6	-0.1	2	2	2	2	2	1
587	1	0.7	-0.1	1	1	1	1	1	3
588	1	-0.7	0	2	2	2	1	2	2
589	1	-0.2	-0.8	2	2	2	1	1	2
590	1	-0.1	-1	1	1	1	1	1	3
591	1	0.8	-0.4	1	1	1	1	1	3
592	1	-0.4	-0.7	1	1	1	1	1	3
593	1	-1.4	1.3	1	2	2	1	1	2
594	1	1.6	-0.8	1	1	1	1	1	3
595	1	-2.2	-0.8	2	2	1	2	2	1
596	1	0.2	-0.3	1	1	1	1	1	3
597	1	0.3	0.7	2	2	2	2	2	1
598	1	-0.5	-0.2	2	2	2	1	1	2
599	1	0.5	-0.3	2	2	2	1	1	2
600	1	0	-0.8	2	2	2	2	2	1
601	1	-0.4	-0.4	1	1	1	1	1	3
602	1	0.4	-0.5	2	2	2	1	1	2
603	1	1	0.3	2	2	2	1	1	2
604	1	-1.7	0.3	2	2	1	1	2	2
605	1	-1.3	-0.6	1	1	1	1	1	3
606	1	1.7	1	2	2	2	2	2	1
607	1	0.4	0.2	2	1	2	1	1	2
608	1	0.1	0.3	2	2	2	1	2	1
609	1	1.1	-0.5	2	2	2	2	2	1
610	1	-0.1	-0.7	1	1	1	1	1	3
611	1	-0.8	1.1	1	1	1	1	1	3
612	1	0.8	0.2	2	2	2	2	2	1
613	1	-0.5	-1.3	1	2	2	2	2	1
614	1	-0.1	-1.6	2	1	2	1	1	2
615	1	-0.5	0.6	2	2	2	1	1	2
616	1	0.1	-0.9	1	1	1	2	1	3
617	1	-2.2	0.3	2	1	1	1	1	3
618	1	-0.5	0.1	2	2	2	1	1	2
619	1	-0.3	-1.3	2	2	2	1	1	2
620	1	0.5	0.8	2	2	1	2	2	1
621	1	-1.1	0.3	2	2	2	2	2	1
622	1	-0.7	-1.2	2	2	2	1	1	2
623	1	0.4	1.1	1	1	1	1	1	3
624	1	-0.9	-1	2	2	2	2	2	1
625	1	-1.6	-0.3	2	2	2	2	1	1
626	1	0.6	1	1	1	1	1	2	3
627	1	0.3	-0.4	1	1	1	1	1	3
628	1	0.1	-0.5	2	2	2	2	2	1
629	1	-0.4	-1.2	2	2	2	2	1	1
630	1	0.8	0.1	2	2	2	2	2	1
631	1	-0.1	2	2	2	1	2	2	1
632	1	-0.1	0	1	2	1	1	1	3
633	1	2.3	0.5	2	1	2	1	1	2
634	1	-0.9	0.2	2	2	2	2	2	1
635	1	0.4	-0.1	2	2	1	1	1	2
636	1	0.2	0	2	2	2	2	2	1
637	1	0.2	0.9	2	1	2	1	1	2
638	1	0.3	0.9	2	2	2	2	2	1
639	1	1.5	-1.3	1	1	1	1	1	3
640	1	-0.5	0.3	2	2	2	2	1	2
641	1	-0.6	1.6	2	2	2	2	1	1
642	1	-1.8	0.6	1	1	1	1	2	3
643	1	1	0.2	2	2	2	2	1	2
644	1	-0.5	-0.1	2	2	2	2	2	1
645	1	0.2	1.2	1	2	2	2	2	1
646	1	0.9	1.5	2	2	2	2	2	1
647	1	0.1	-0.5	2	1	2	1	1	2
648	1	1.8	0.8	1	1	1	1	1	3
649	1	-0.7	0.1	1	1	1	1	1	3
650	1	-0.5	0.9	2	2	2	1	1	2
651	1	0.2	1.4	1	1	1	1	1	3
652	1	-1.4	0.1	1	2	1	1	1	3
653	1	-0.8	-0.5	2	2	2	2	1	2
654	1	-0.6	-0.5	2	2	2	1	1	2
655	1	-1.2	0.5	1	1	1	2	1	3
656	1	0.7	0.8	2	2	2	2	2	1
657	1	-0.4	1.4	1	1	1	1	1	3
658	1	0.7	1.1	1	1	1	1	1	3
659	1	0.6	0.8	2	2	2	2	2	1
660	1	0.2	-1.3	1	1	1	1	1	3
661	1	1.7	1.5	2	1	2	1	1	2
662	1	0	-0.4	1	1	1	1	2	3
663	1	-0.6	-0.1	1	2	1	1	1	3
664	1	-0.3	-0.7	2	2	2	1	2	1
665	1	-0.3	0.3	2	1	2	2	2	2
666	1	1.4	1	1	1	1	1	1	3
667	1	0.4	0	2	1	1	1	1	3
668	1	1.6	-0.4	2	2	2	2	2	1
669	1	1	1	1	1	1	1	1	3
670	1	-0.9	1	1	1	1	1	1	3
671	1	0.6	0.7	2	2	2	1	1	1
672	1	0.9	1.2	2	2	2	2	1	2
673	1	1.4	1.9	2	2	2	2	2	1
674	1	-1.4	-1.8	2	2	2	2	2	1
675	1	-1	0.1	1	1	2	1	1	3
676	1	0.4	-0.2	2	2	2	1	1	2
677	1	0.8	0.5	1	1	1	2	1	3
678	1	-1	-0.6	2	2	2	1	1	2
679	1	0.1	-1	1	1	1	1	1	3
680	1	-1.1	-0.9	2	2	2	1	2	2
681	1	1.2	0.6	2	2	2	1	1	2
682	1	-0.7	0.8	1	1	1	1	1	3
683	1	-0.3	-0.6	2	2	2	1	1	2
684	1	-0.8	-0.7	1	2	1	2	1	1
685	1	0.5	1.8	2	2	2	2	2	1
686	1	0.5	-0.6	2	2	2	1	1	2
687	1	0.2	-0.7	2	2	2	2	2	1
688	1	0.3	0.2	2	2	2	1	2	1
689	1	-1.6	0.6	2	2	2	2	2	1
690	1	-1.4	0.4	2	2	2	2	2	1
691	1	0.7	0.1	2	2	2	2	2	1
692	1	-1	0.4	2	2	2	1	1	2
693	1	2	0.8	1	1	1	1	1	3
694	1	0.7	0.2	2	2	2	1	1	2
695	1	0.2	0	1	2	1	2	1	2
696	1	-0.8	0	1	1	1	1	1	3
697	1	-0.4	-2	1	2	1	2	1	3
698	1	-0.8	-0.6	2	2	2	1	1	2
699	1	1.7	-1.4	2	2	2	2	2	1
700	1	1.2	-0.1	1	1	1	1	1	3
701	1	-0.5	0.2	2	2	1	1	1	2
702	1	-0.4	-1.2	2	2	2	1	1	2
703	1	-0.5	0.1	2	2	2	2	2	1
704	1	0.5	-0.3	2	2	2	1	1	2
705	1	0.3	-0.7	1	1	1	1	1	3
706	1	1.5	1.2	1	1	1	1	1	3
707	1	1.4	2.2	1	1	1	1	1	3
708	1	0.3	0.1	1	1	2	1	1	3
709	1	1.5	-1.4	2	2	1	2	2	1
710	1	0.4	0.6	2	2	2	2	2	1
711	1	0.2	0.4	2	2	1	2	2	1
712	1	-0.7	-1.4	2	2	2	2	1	1
713	1	-0.6	0.2	1	1	1	1	1	3
714	1	0.5	0.4	2	2	2	2	2	1
715	1	0.4	-1.1	2	2	2	2	2	1
716	1	0.1	0.3	2	2	2	1	1	2
717	1	0.4	0.1	1	1	1	1	1	3
718	1	0.1	-0.1	2	2	2	1	1	1
719	1	1.1	-0.2	1	1	2	1	2	3
720	1	0.7	-0.2	2	2	2	2	1	1
721	1	-0.5	0.8	1	1	1	1	1	3
722	1	0.1	1.2	2	2	2	1	1	2
723	1	-0.9	-0.2	1	1	2	1	1	3
724	1	0.6	-0.9	2	2	2	1	2	2
725	1	0.7	0	1	1	2	1	1	3
726	1	0	-0.1	2	2	2	1	1	2
727	1	0.8	-0.5	1	1	1	1	1	3
728	1	-2.6	-0.7	2	2	1	2	2	1
729	1	-0.7	-1.4	2	2	1	2	2	1
730	1	1.9	1	2	2	2	2	2	1
731	1	-1	-2.4	1	1	2	1	1	3
732	1	-0.7	-1.6	1	1	2	1	1	3
733	1	-0.4	0	2	2	2	1	1	2
734	1	-0.6	-0.1	2	2	2	1	2	1
735	1	0.7	-0.6	2	2	2	1	1	2
736	1	-0.2	0.5	2	2	2	1	1	2
737	1	-0.1	-1.7	1	1	1	1	1	3
738	1	0.1	-0.3	1	1	1	1	1	3
739	1	-0.7	-1.3	1	1	1	2	1	3
740	1	0.5	0.9	2	2	2	2	2	1
741	1	-0.4	-0.2	2	2	1	1	1	2
742	1	-0.9	-0.4	2	1	1	1	1	3
743	1	-0.1	0.1	1	1	1	2	1	3
744	1	-0.2	0	1	1	1	1	2	3
745	1	0.2	-1	2	2	2	2	2	1
746	1	0.5	0.2	2	2	1	1	1	2
747	1	1	-0.2	2	2	2	1	1	2
748	1	0.8	-0.7	2	2	2	2	2	1
749	1	0.4	-0.1	2	2	2	1	1	2
750	1	-0.3	1	2	1	2	2	2	1
751	1	1.1	-0.2	1	2	1	1	1	3
752	1	1.2	1.5	1	2	2	1	2	3
753	1	-1.6	-2.1	1	1	2	2	1	2
754	1	0.8	-0.2	1	1	1	2	1	3
755	1	0.6	-0.2	2	2	2	2	2	1
756	1	-1.3	-1	2	2	2	1	2	2
757	1	1.9	0.5	1	1	2	2	2	1
758	1	-0.6	0.9	2	2	2	1	1	2
759	1	-0.8	-0.5	2	2	2	1	1	2
760	1	0	-1.1	2	2	2	1	1	2
761	1	-0.9	-1.4	2	2	2	1	1	2
762	1	0.2	0.8	2	2	2	1	1	2
763	1	1.8	1.8	2	2	2	1	1	2
764	1	-0.8	-0.3	2	2	2	1	2	1
765	1	0.7	0.3	2	2	2	1	1	2
766	1	0	-0.7	1	2	2	2	2	1
767	1	0.7	0.4	2	2	2	2	1	2
768	1	0.1	0.2	1	1	1	1	1	3
769	1	0.1	0.4	2	2	2	1	1	2
770	1	0.6	-1	1	1	1	1	2	3
771	1	-1	1	2	2	1	2	1	2
772	1	-0.7	-0.1	2	1	1	1	1	3
773	1	0	1.9	2	2	2	2	2	1
774	1	0.9	-0.9	1	1	1	1	1	3
775	1	0.2	0.1	2	2	2	2	2	1
776	1	-0.3	0	2	2	2	1	1	2
777	1	1.3	0.6	2	2	2	1	1	2
778	1	-0.8	-0.7	1	1	1	1	1	3
779	1	0.8	0.9	2	2	2	1	2	1
780	1	0.4	0.4	1	1	1	1	1	3
781	1	0.4	-1	1	1	1	1	1	3
782	1	0	0.6	2	2	2	1	1	2
783	1	-0.3	1.1	1	1	1	1	1	3
784	1	1.7	-0.1	2	2	2	2	2	1
785	1	-1.1	-0.1	2	1	2	1	1	2
786	1	0.9	-0.3	1	1	1	1	1	3
787	1	1.9	-0.2	2	2	2	2	2	1
788	1	-0.2	-0.5	2	2	2	1	2	1
789	1	-0.4	-0.4	2	2	2	2	1	2
790	1	-1.8	-0.5	1	1	1	1	1	3
791	1	1.3	1.1	1	2	2	1	1	2
792	1	-0.7	-0.4	2	1	2	1	1	2
793	1	-0.3	-1.3	1	1	1	2	1	3
794	1	-0.4	-1	1	2	1	1	1	2
795	1	1.1	0.5	1	1	1	1	1	3
796	1	0.6	0	2	2	2	1	1	2
797	1	1	0.2	2	2	2	2	2	1
798	1	-0.2	-0.5	2	1	2	2	2	1
799	1	0.1	-1.1	2	1	1	1	1	3
800	1	-1.3	0.5	2	2	2	2	2	1
801	1	2.2	0.2	1	1	1	1	1	3
802	1	-0.2	-0.1	2	2	2	2	2	1
803	1	-1.7	0.3	2	2	2	2	2	1
804	1	0.3	-0.3	2	1	2	1	1	2
805	1	-0.4	0.4	1	2	2	2	2	1
806	1	1.8	-0.3	2	2	2	1	1	2
807	1	-1.8	1.2	2	2	2	1	1	2
808	1	0	0.9	2	2	2	1	2	2
809	1	-0.4	0.3	2	2	2	1	1	2
810	1	0.2	-0.1	1	1	1	1	2	3
811	1	0.9	0.8	1	2	2	2	2	1
812	1	-0.3	0.4	2	2	2	1	1	2
813	1	0.8	1.2	2	2	2	2	2	1
814	1	-0.1	-1.1	1	1	1	1	1	3
815	1	-0.2	-0.9	1	2	1	1	1	3
816	1	-0.1	-0.6	2	2	2	1	1	2
817	1	-0.8	0.6	1	2	1	1	1	3
818	1	-0.7	0.3	1	1	2	2	2	1
819	1	0	0.6	1	1	1	2	1	3
820	1	-0.2	0.3	2	1	2	2	2	1
821	1	-0.4	0.2	2	2	2	1	1	2
822	1	-0.7	0.4	1	1	1	1	1	3
823	1	1.9	0.6	2	2	2	2	2	1
824	1	-0.2	0.1	2	2	2	1	1	2
825	1	0	0	2	2	2	1	1	2
826	1	0.1	-0.8	1	2	1	1	1	3
827	1	-0.8	0.6	1	1	1	2	1	3
828	1	-1	-0.2	2	2	2	1	1	2
829	1	-0.2	0.7	2	2	2	1	1	2
830	1	0.8	1.3	1	2	2	1	1	2
831	1	-0.9	1.4	2	1	1	1	1	3
832	1	0.1	0.1	2	2	2	1	1	2
833	1	-0.8	0.5	2	2	1	2	2	1
834	1	-0.3	-0.9	2	2	2	2	2	1
835	1	0.2	1	2	2	2	2	2	2
836	1	-0.5	1.2	1	1	2	2	1	3
837	1	-0.1	-0.6	2	2	2	2	2	1
838	1	0.6	-1.3	2	2	2	2	2	1
839	1	0.7	0.6	2	1	1	1	1	3
840	1	0.7	0.4	1	1	1	1	1	3
841	1	-0.5	-0.2	2	2	2	1	1	2
842	1	0.9	0.7	2	2	2	1	2	2
843	1	-1.4	1.2	2	1	1	1	2	3
844	1	-1	-1	2	2	2	2	2	1
845	1	-0.8	-0.4	2	2	2	1	1	2
846	1	1.6	0.4	1	1	1	1	1	3
847	1	1.3	-0.4	2	2	2	1	2	1
848	1	-0.4	0.5	1	2	2	1	1	2
849	1	-0.2	-0.5	1	1	1	1	1	3
850	1	1.1	-0.6	2	2	2	1	1	2
851	1	-0.9	0.1	2	2	2	2	2	1
852	1	-0.6	-1	2	2	2	2	2	1
853	1	-1.3	0.6	2	2	2	2	1	1
854	1	0.9	-0.6	2	2	1	2	2	1
855	1	-2	0	2	2	2	2	1	1
856	1	-1.5	-0.2	1	1	1	1	1	3
857	1	-0.8	-0.5	2	2	2	2	2	1
858	1	1	1.3	1	1	1	2	1	3
859	1	0.1	1	2	2	2	2	2	1
860	1	-3.5	-0.9	1	2	2	2	2	1
861	1	0.8	-0.9	2	1	1	1	1	3
862	1	2.5	0.1	2	2	2	1	1	2
863	1	-1.1	0	2	2	2	2	2	1
864	1	0.3	0	2	1	1	1	1	3
865	1	0.3	-1.9	1	1	1	1	1	3
866	1	0.1	0.6	1	1	1	1	1	3
867	1	-0.8	1.1	1	1	2	2	2	1
868	1	-0.3	1.2	1	1	2	1	1	3
869	1	-1.2	-0.2	2	2	2	1	1	2
870	1	0.2	0.2	2	2	2	2	2	1
871	1	0.3	-0.2	2	2	1	2	2	1
872	1	3.2	1	2	1	2	2	2	1
873	1	1.8	0.8	1	1	1	2	1	3
874	1	0.9	-0.6	2	2	2	1	2	2
875	1	0.5	0.7	2	2	2	2	2	1
876	1	-1	-1	2	2	2	1	1	2
877	1	-1.8	-0.4	2	2	2	2	2	1
878	1	-0.9	-0.8	2	2	2	2	2	1
879	1	-0.3	0.2	1	2	2	1	2	2
880	1	0.5	0.3	1	2	1	1	1	3
881	1	0	-1.2	2	2	2	1	2	2
882	1	-2.2	-1.1	2	2	2	1	1	2
883	1	-0.2	-1.5	2	2	2	1	2	1
884	1	0.3	0	1	1	1	1	1	3
885	1	-0.2	-0.2	2	2	2	2	2	1
886	1	0.2	0.4	2	2	2	2	2	1
887	1	-0.7	0.1	2	2	2	2	2	1
888	1	-0.6	-0.3	1	1	1	1	1	3
889	1	-0.7	-0.3	1	1	1	1	1	3
890	1	-1.4	-0.9	2	2	2	2	1	2
891	1	0.8	0.5	2	1	2	1	1	2
892	1	-0.8	-1	1	1	1	1	2	3
893	1	-1.2	-0.5	2	2	2	1	1	2
894	1	0.6	-0.5	2	2	2	2	2	1
895	1	0.9	-0.6	2	2	2	1	1	2
896	1	-0.4	-0.6	2	2	2	1	1	2
897	1	0.3	0.5	2	2	2	2	2	1
898	1	1.2	-0.3	1	2	2	1	1	2
899	1	-1.1	-0.1	2	2	2	2	2	1
900	1	-0.9	0.6	2	2	2	1	1	2
901	1	-0.1	0.4	2	2	2	2	2	1
902	1	0.3	-0.8	1	1	1	1	1	3
903	1	-0.4	-0.7	2	1	2	2	2	1
904	1	0.2	-1.1	2	2	2	2	2	1
905	1	1.2	1.1	2	2	2	1	1	2
906	1	-0.7	-1.4	2	2	2	1	1	2
907	1	1.5	-0.2	1	2	1	1	1	3
908	1	-2.7	-0.8	2	2	2	1	1	2
909	1	0.9	0.7	2	2	2	1	1	2
910	1	0.7	-0.8	2	2	2	1	1	2
911	1	0.2	1	2	2	2	2	2	1
912	1	-0.3	-0.2	1	1	2	1	1	3
913	1	-0.4	-1.2	2	1	2	2	2	1
914	1	-0.5	0.5	2	2	1	2	1	1
915	1	-0.6	-1	1	1	1	1	1	3
916	1	1	0.6	2	2	2	2	2	1
917	1	-0.1	-0.9	2	2	2	1	1	2
918	1	1.5	0.7	2	2	2	1	1	2
919	1	-2.6	0.3	1	1	1	1	2	3
920	1	1	0.9	1	1	1	1	1	3
921	1	1.4	-1.2	2	2	2	1	1	2
922	1	0.9	0.3	2	2	2	2	2	1
923	1	-0.4	-1.2	2	2	2	2	2	1
924	1	0.3	-1.7	2	2	2	2	2	1
925	1	0.2	0.2	2	2	2	1	1	2
926	1	1	-1.2	1	1	1	1	1	3
927	1	-0.2	-0.8	1	1	1	1	1	3
928	1	0	-0.4	2	2	2	1	1	2
929	1	-0.4	0.1	2	2	2	2	2	1
930	1	-0.1	-1.6	1	2	2	1	1	2
931	1	-0.2	-0.7	1	1	1	1	1	3
932	1	1.5	-0.1	1	1	1	1	1	3
933	1	0.9	0.4	2	2	2	2	2	1
934	1	1	-0.5	2	2	2	2	2	1
935	1	-0.3	-0.2	1	2	2	1	1	2
936	1	0.5	-0.4	2	2	2	2	2	1
937	1	0.4	0.3	2	2	2	1	1	2
938	1	-0.1	0.7	1	1	1	1	1	3
939	1	1.1	0.2	1	2	2	1	1	2
940	1	0.4	-0.8	1	2	2	1	1	2
941	1	2	0.4	2	2	2	1	2	1
942	1	-1.4	-1.5	2	1	2	2	2	1
943	1	0.1	0.8	2	2	1	1	1	2
944	1	-1.1	-0.9	1	1	1	1	1	3
945	1	-0.7	0.6	2	1	2	2	1	2
946	1	-0.2	-1.6	2	2	2	1	1	2
947	1	1.8	0.4	1	1	1	1	1	3
948	1	0.2	-0.9	1	1	1	1	1	3
949	1	0	-0.7	2	2	2	2	2	1
950	1	1.8	1.1	1	1	1	1	1	3
951	1	-1.9	-0.5	2	2	2	1	1	2
952	1	-1.3	0.2	1	1	1	1	2	3
953	1	-0.9	0.4	2	2	1	1	2	1
954	1	0.4	-1.3	1	1	1	1	1	3
955	1	-1.3	-0.2	1	1	2	1	2	3
956	1	-1.2	-0.1	1	1	1	1	1	3
957	1	-0.1	1.3	2	1	2	2	2	1
958	1	0.3	-0.2	2	2	2	2	1	2
959	1	-0.4	0.9	2	2	2	1	1	2
960	1	0.4	1.3	2	2	2	1	1	2
961	1	0.1	0.8	2	2	2	1	2	1
962	1	-0.8	0.1	2	2	2	1	1	2
963	1	0.9	-0.9	1	1	1	1	1	3
964	1	1	0.9	2	1	1	1	1	3
965	1	0.6	0.5	1	1	2	1	1	3
966	1	-0.4	0.8	1	1	1	2	1	3
967	1	1.1	1.1	2	2	2	1	1	2
968	1	1.4	-0.4	2	2	2	1	1	2
969	1	0.1	0.7	1	1	1	2	2	3
970	1	0.4	1	2	2	2	1	1	2
971	1	-0.7	0	2	2	2	1	1	2
972	1	-0.4	-1	2	2	2	2	2	1
973	1	-0.1	-0.3	2	2	2	2	2	1
974	1	-0.8	0	1	1	1	1	1	3
975	1	0	0.7	2	2	2	2	2	1
976	1	0.4	0.6	2	2	2	2	2	1
977	1	-0.5	0.4	2	1	2	2	2	1
978	1	0.2	0.2	2	2	2	2	2	1
979	1	-1.3	1.2	2	2	1	2	2	1
980	1	-0.4	0.4	2	2	2	1	2	1
981	1	0.2	-0.1	2	2	2	2	2	1
982	1	0.8	-0.4	2	2	2	2	2	1
983	1	2	0.5	2	2	2	1	1	2
984	1	-0.9	1.7	1	1	1	1	1	3
985	1	0.7	1.5	2	2	2	2	2	1
986	1	-0.3	0.6	2	2	1	1	1	2
987	1	1.4	1.2	2	2	1	1	1	2
988	1	1.8	1.5	1	1	1	1	1	3
989	1	-0.1	1.4	2	1	2	2	2	1
990	1	-2.4	-0.2	1	2	2	2	2	1
991	1	-1.1	0	1	1	1	1	1	3
992	1	-0.5	-0.9	1	1	1	1	1	3
993	1	-1.5	1.4	2	2	2	2	1	2
994	1	-1.7	0	1	2	2	1	1	2
995	1	0.4	1.2	2	1	1	1	1	3
996	1	2.5	1	2	2	2	1	1	2
997	1	1.7	1.8	1	1	1	1	1	3
998	1	-0.5	-0.9	1	1	1	2	1	3
999	1	1.2	-0.3	2	2	2	1	1	2
1000	1	0.9	-0.4	1	2	1	1	1	3
